"","BatProtein","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","eggNOG_OGs","Preferred_name","ortho_gene"
"4931","XP_045691001","ZBED4",53.2993918362715,0.489372185935971,0.0765193359799283,6.39540554905414,1.60121795223289e-10,9.27468476450504e-10,TRUE,"3J8JH","-","-_3J8JH"
"4934","XP_045691005","SHISA8",0.0601968519892568,0.28821396875534,3.0173977553888,0.095517393502602,0.923903875406927,NA,FALSE,"3JBIC","SHISA8","SHISA8_3JBIC"
"4936","XP_045691007","CARD10",1.57182397947377,0.598151842434438,0.402322553477163,1.48674698265055,0.137081648849432,0.232107939170233,FALSE,"3J753","CARD10","CARD10_3J753"
"4946","XP_045691035","SLC25A17",122.020920897032,0.136036535229992,0.0470367555500246,2.89213262350364,0.00382636388091881,0.00987256068599472,TRUE,"3JDK2","SLC25A17","SLC25A17_3JDK2"
"4949","XP_045691040","CYTH4",111.732665626261,0.381640104904094,0.0597371436379815,6.38865673285127,1.67349244546203e-10,9.67584002094939e-10,TRUE,"3J3AH","CYTH4","CYTH4_3J3AH"
"4950","XP_045691041","FBLN1",0.471254043169021,-0.190987903920557,1.21157928725872,-0.157635497675666,0.874744030169069,NA,FALSE,"3J3JK","FBLN1","FBLN1_3J3JK"
"4955","XP_045691051","WNT7B",0.107810728139892,0.118960701401254,3.01729031607215,0.0394263358641983,0.968550483245886,NA,FALSE,"3JB35","WNT7B","WNT7B_3JB35"
"4957","XP_045691056","EIF3D",342.611467728913,-0.0577387443038227,0.0322335617587462,-1.79126168978692,0.0732513107911225,0.136451523865931,FALSE,"3JBNZ","EIF3D","EIF3D_3JBNZ"
"4962","XP_045691068","RAC2",453.982668508668,-0.0307163158638028,0.0530520080767887,-0.578984980537273,0.562599307612956,0.688351243815517,FALSE,"3J48I","RAC2","RAC2_3J48I"
"4966","XP_045691087","PMM1",17.8084093782708,-0.963777516101113,0.130055753073943,-7.41049506324539,1.25828805905117e-13,8.79430359667283e-13,TRUE,"3JBZ0","PMM1","PMM1_3JBZ0"
"4973","XP_045691094","POLR2F",15.5967033569253,0.150803600481269,0.131240533898189,1.1490626866716,0.250530132977039,0.375713181369457,FALSE,"3JGGM","POLR2F","POLR2F_3JGGM"
"4974","XP_045691100","DEF6",77.0504688462607,-0.946990576232801,0.0641904858290084,-14.7528183344088,2.950800989955e-49,8.10106032053912e-48,TRUE,"3J4F9","DEF6","DEF6_3J4F9"
"4976","XP_045691106","MCAT",3.13362310993497,0.493504999618606,0.267472970831224,1.84506493529026,0.0650280932154496,0.123427893752019,FALSE,"3J7TN","MCAT","MCAT_3J7TN"
"4978","XP_045691109","SAMM50",12.4026031936079,0.0533972649581122,0.131394178743182,0.40638988324194,0.684456151905666,0.788862869603102,FALSE,"3J2GV","SAMM50","SAMM50_3J2GV"
"4979","XP_045691112","RPL10A",630.977914899976,0.100209618149661,0.0444206292755989,2.25592522627112,0.0240753143785736,0.0519654705750768,FALSE,"3J9NB","RPL10A","RPL10A_3J9NB"
"4981","XP_045691117","ADSL",13.9175079530735,0.240856561426008,0.13046463746664,1.84614441202579,0.0648712397298271,0.123203101941284,FALSE,"3JEST","ADSL","ADSL_3JEST"
"4982","XP_045691118","TMPRSS6",0.568277532040708,0.432704941088417,0.91711274387723,0.471812156114081,0.637060873357344,0.752891388247608,FALSE,"3JF7Y","TMPRSS6","TMPRSS6_3JF7Y"
"4984","XP_045691124","C1QTNF6",1.41442981154565,0.735247869975332,0.465692250741922,1.57882779626237,0.114375561069075,0.199194370043501,FALSE,"3J2BX","C1QTNF6","C1QTNF6_3J2BX"
"4989","XP_045691149","SOWAHC",29.484756880777,-0.0948857411937043,0.0897693520496763,-1.05699483205801,0.290513946016792,0.420645723515509,FALSE,"3J7KH","SOWAHC","SOWAHC_3J7KH"
"4990","XP_045691158","EIF2AK3",206.469776736629,-0.180673774302159,0.0394182957434143,-4.58350039987064,4.57256009359761e-06,1.79158983334923e-05,TRUE,"3JB5N","EIF2AK3","EIF2AK3_3JB5N"
"4991","XP_045691167","LOC123816307",15.0164728525441,-0.467126525886489,0.119458611346024,-3.91036293342979,9.21575444236513e-05,0.000306739030463858,TRUE,"3J259","GOLPH3","GOLPH3_3J259"
"5001","XP_045691210","ABT1",29.0778256473449,-0.220370863485183,0.093380102295496,-2.35993384102142,0.018278194474828,0.0407642637383387,TRUE,"3J20M","ABT1","ABT1_3J20M"
"5008","XP_045691267","FPGT",28.7746417331512,-0.186474733197653,0.0995285198138191,-1.87358089466695,0.0609882133732315,0.116894683205382,FALSE,"3J7D8","FPGT","FPGT_3J7D8"
"5015","XP_045691290","SELENOF",59.0878429496063,-0.156788649485032,0.0710069257038921,-2.20807545082096,0.0272390139882755,0.0580463453362792,FALSE,"3JB1M","SELENOF","SELENOF_3JB1M"
"5019","XP_045691311","SLC35D1",77.9452017336347,0.108727693681769,0.0604462728994481,1.7987493432827,0.0720583397134947,0.13452624133983,FALSE,"3JAXX","SLC35D1","SLC35D1_3JAXX"
"5024","XP_045691359","USP33",287.472621395953,-0.0055724188522683,0.0444259751078597,-0.125431548519516,0.900181913229484,0.940541975549581,FALSE,"3J7GX","USP33","USP33_3J7GX"
"5027","XP_045691383","RPF1",107.517889295838,0.0541209320017412,0.0525099567992278,1.03067942349815,0.302691177080248,0.433704517839434,FALSE,"3J8YY","RPF1","RPF1_3J8YY"
"5028","XP_045691392","MSH4",47.5205096218858,0.114458391757424,0.0665959281688614,1.71869954972625,0.0856690940799399,0.156083248339054,FALSE,"3JF2H","MSH4","MSH4_3JF2H"
"5029","XP_045691398","GADD45A",88.3294992191099,-0.400900396163395,0.062262612979529,-6.43886237629001,1.20372280520773e-10,7.02814557024599e-10,TRUE,"3J2D4","GADD45A","GADD45A_3J2D4"
"5032","XP_045691414","ZNHIT6",12.5523544702627,0.433839873391202,0.140331387702208,3.09153839703942,0.0019912222771768,0.00539096027861797,TRUE,"3JD8P","ZNHIT6","ZNHIT6_3JD8P"
"5042","XP_045691448","LOC123816495",1.5257317600919,-2.29762154806678,0.427392034030536,-5.37591102576005,7.61964145361823e-08,3.57418699314983e-07,TRUE,"3J4ZJ","CYP2J2","CYP2J2_3J4ZJ"
"5047","XP_045691466","LEPROT",69.5926175359005,-0.0993986531207348,0.0621533344223745,-1.59924892275695,0.109765303768698,0.192311224020277,FALSE,"3JGNH","LEPROT","LEPROT_3JGNH"
"5054","XP_045691488","BCL10",134.462046980065,0.702810165174085,0.0460786194385969,15.2524136733443,1.58658034276305e-52,4.77254083218012e-51,TRUE,"3J6Z9","BCL10","BCL10_3J6Z9"
"5063","XP_045691516","PSMB9",66.9546514862325,1.10857358710461,0.0838058444085604,13.2278792121015,6.05724984521316e-40,1.20640853128326e-38,TRUE,"3J56K","PSMB9","PSMB9_3J56K"
"5064","XP_045691518","LOC123816542",72.6743106916089,0.507504827171625,0.103131251784944,4.92096060493775,8.61204660284111e-07,3.65863654433894e-06,TRUE,"3JB7P","IFI44L","IFI44L_3JB7P"
"5066","XP_045691520","IL23R",1.50291885667495,-1.07125041214873,0.412709395918714,-2.59565307391189,0.00944113383773389,0.0225185508509949,TRUE,"3JDAN","IL23R","IL23R_3JDAN"
"5071","XP_045691538","CTBS",11.7796846508076,-1.03360122194818,0.143008359171202,-7.2275580807889,4.91755855048549e-13,3.31971436799722e-12,TRUE,"3J4NM","CTBS","CTBS_3J4NM"
"5083","XP_045691591","ANKRD40",37.965222724131,-0.268125515983578,0.079596080785198,-3.36857686130495,0.000755573269201765,0.00219339239998405,TRUE,"3J83B","ANKRD40","ANKRD40_3J83B"
"5085","XP_045691594","UBALD2",561.016165703707,-0.139157367177368,0.05345790458534,-2.60312049746015,0.00923794790103306,0.0220700370581527,TRUE,"3J8TV","UBALD2","UBALD2_3J8TV"
"5089","XP_045691598","FZD2",0.028533735182978,-0.236170128795267,3.01747844477026,-0.078267378911881,0.937615365695279,NA,FALSE,"3J5H3","FZD2","FZD2_3J5H3"
"5098","XP_045691612","TRARG1",2.24406126161785,-0.471566708783655,0.3686953299383,-1.27901459685581,0.200891915727703,0.315898399849182,FALSE,"3JDFH","TUSC5","TUSC5_3JDFH"
"5106","XP_045691658","LOC123816657",32.9697225970091,-0.233173080297299,0.0883657497592827,-2.63872689285709,0.00832179919713882,0.0200747445139076,TRUE,"3JGNC","UQCC2","UQCC2_3JGNC"
"5109","XP_045691675","HOXB7",1.43863006420041,-0.544407469325476,0.396619702933524,-1.37261831749373,0.16987103435393,0.275969428898222,FALSE,"3J20E","HOXB7","HOXB7_3J20E"
"5111","XP_045691680","RSKR",26.4503390818208,-0.24131846484242,0.112496736839921,-2.14511524174971,0.0319436340898648,0.0665305644794496,FALSE,"3J8RB","SGK494","SGK494_3J8RB"
"5113","XP_045691737","DOC2B",4.31922275918682,-0.41158208460668,0.265062895201724,-1.55277140655032,0.120477756064351,0.20804645157098,FALSE,"3J2PR","DOC2B","DOC2B_3J2PR"
"5115","XP_045691750","JMJD6",32.1865509307768,0.253079065048844,0.108587568599659,2.3306449192347,0.0197720908200488,0.0436494798827419,TRUE,"3J2JH","JMJD6","JMJD6_3J2JH"
"5118","XP_045691772","TNFAIP1",15.3486929676278,0.100436033564193,0.124498887020059,0.806722340803022,0.419826469841197,0.55637938427541,FALSE,"3J3IV","TNFAIP1","TNFAIP1_3J3IV"
"5125","XP_045691825","FASN",28.5882984942441,-0.0164258246057338,0.100414069192305,-0.163580907913177,0.870061075508976,0.922110604417994,FALSE,"3J2HX","FASN","FASN_3J2HX"
"5126","XP_045691826","CPD",1841.24955941279,-0.245426928945477,0.046093900588113,-5.32449902946095,1.01231642639737e-07,4.70610458095636e-07,TRUE,"3J86M","CPD","CPD_3J86M"
"5127","XP_045691833","MRPS7",9.05980575001332,0.613042036014242,0.152402550080276,4.02251823011708,5.75791960010556e-05,0.000196669631334667,TRUE,"3J50J","MRPS7","MRPS7_3J50J"
"5134","XP_045691872","CBX4",34.1373125421164,0.136369516771597,0.0820419687372578,1.66219215446091,0.0964742525981774,0.172669311443021,FALSE,"3J2WK","CBX4","CBX4_3J2WK"
"5143","XP_045691906","TIMP2",139.586027592173,1.38508402542774,0.078423115975304,17.6616805925425,8.27390532141402e-70,4.18471684600098e-68,TRUE,"3J581","TIMP2","TIMP2_3J581"
"5148","XP_045691915","SMARCD2",133.61069562791,0.0370903583542874,0.0511494636164052,0.725136799721812,0.468368110378201,0.602192936142237,FALSE,"3J1RK","SMARCD2","SMARCD2_3J1RK"
"5150","XP_045691918","KCTD2",16.0113800658766,-0.493675253462757,0.121362335715368,-4.06777976505476,4.74632076730894e-05,0.000164109900500893,TRUE,"3JCSV","KCTD2","KCTD2_3JCSV"
"5153","XP_045691928","KPNB1",303.547579907653,0.0540066297091335,0.0384080816361138,1.40612671626778,0.15968650039928,0.263129872651764,FALSE,"3J9U3","KPNB1","KPNB1_3J9U3"
"5155","XP_045691932","RAB5C",1816.01781856775,-0.137374407268908,0.0450856522277097,-3.04696506496312,0.00231164574602268,0.00619361902506378,TRUE,"3JAK6","RAB5C","RAB5C_3JAK6"
"5156","XP_045691934","HSPB9",0.326332921592463,-0.114884817974262,1.7548688560385,-0.0654663267736181,0.947802716142479,NA,FALSE,"3JGV8","HSPB9","HSPB9_3JGV8"
"5157","XP_045691935","UBE2Z",100.199460323296,0.455564243548951,0.0543965554121879,8.37487300614772,5.52834531910693e-17,4.59015849307309e-16,TRUE,"3J3DU","UBE2Z","UBE2Z_3J3DU"
"5175","XP_045692020","GALK1",1.18133722422948,0.52848757032773,0.484838097105627,1.09002896736597,0.275700384096389,0.403735577873529,FALSE,"3JFIF","GALK1","GALK1_3JFIF"
"5178","XP_045692036","OMG",10.4237188520191,0.343667851924638,0.171412861534097,2.00491286854969,0.0449723627386411,0.0898270701119512,FALSE,"3J5WY","OMG","OMG_3J5WY"
"5184","XP_045692042","SRSF1",453.706047180687,0.216704696894868,0.0342459884187655,6.32788559772221,2.48543294414073e-10,1.4236851158774e-09,TRUE,"3J5HP","SRSF1","SRSF1_3J5HP"
"5191","XP_045692061","LPO",0.0381639726175435,0.030506727386073,3.01747349702144,0.0101100233079715,0.99193350590963,NA,FALSE,"3JBMG","LPO","LPO_3JBMG"
"5195","XP_045692083","BAHCC1",2.0475831982807,0.232390963131067,0.330784506528686,0.702544885097012,0.482339420161857,0.615614386519268,FALSE,"3JF9D","BAHCC1","BAHCC1_3JF9D"
"5198","XP_045692090","P4HB",68.5615178777341,0.263481009252069,0.0730483610630712,3.60693936753181,0.000309830022292675,0.000952176489825275,TRUE,"3J88Q","P4HB","P4HB_3J88Q"
"5199","XP_045692099","FSCN2",0.372639413085851,0.3943235883285,1.22638970971833,0.321532042550378,0.747807233858894,NA,FALSE,"3JA5Y","FSCN2","FSCN2_3JA5Y"
"5200","XP_045692101","ACTG1",2563.20695570763,-0.0193494718860648,0.0448069620549721,-0.431840745246813,0.665857163570845,0.774554734348935,FALSE,"3J346","ACTG1","ACTG1_3J346"
"5204","XP_045692108","ALYREF",21.5286016637172,0.3622987412416,0.110280639061578,3.28524339652496,0.00101894308126284,0.00289863634171171,TRUE,"3JFKX","ALYREF","ALYREF_3JFKX"
"5216","XP_045692145","NDUFAF8",0.717327353964259,0.189611432404385,0.706070558399118,0.268544595364935,0.788280152871957,0.866184339044348,FALSE,"3JI2E","C17orf89","C17orf89_3JI2E"
"5221","XP_045692177","LOC123816954",0,NA,NA,NA,NA,NA,FALSE,"3J4D3","OR2D2","OR2D2_3J4D3"
"5222","XP_045692183","DCAF7",218.997460365631,-0.349361941480155,0.0475259487708124,-7.35097247957967,1.96769935369224e-13,1.36571964232674e-12,TRUE,"3JBPG","DCAF7","DCAF7_3JBPG"
"5225","XP_045692196","HOXB6",1.05847200519406,0.10361492033931,0.557650604676665,0.18580616513343,0.852596769649296,0.910780026449695,FALSE,"3JA87","HOXB6","HOXB6_3JA87"
"5232","XP_045692210","SUPT6H",274.543297669533,0.591486413102002,0.0424202866345136,13.9434798778744,3.44714451786679e-44,7.85057784871566e-43,TRUE,"3J1XV","SUPT6H","SUPT6H_3J1XV"
"5239","XP_045692259","ABHD15",23.3190063855177,1.3560397924371,0.118058468925714,11.4861712571452,1.548228579517e-30,2.26278475983556e-29,TRUE,"3JE25","ABHD15","ABHD15_3JE25"
"5243","XP_045692293","PRPF8",710.559493317048,0.150866538499927,0.0309976385195186,4.867033287227,1.13285953970757e-06,4.74942555615594e-06,TRUE,"3J3EE","PRPF8","PRPF8_3J3EE"
"5244","XP_045692304","POLG2",99.9654270691245,0.472657996647766,0.0815595959276125,5.79524691450494,6.82207352667945e-09,3.50010575530405e-08,TRUE,"3JG11","POLG2","POLG2_3JG11"
"5253","XP_045692363","OGFOD3",4.49325431055981,-0.180244209982141,0.225444740024373,-0.799505058147089,0.423997614882367,0.560378679367652,FALSE,"3JC9Y","OGFOD3","OGFOD3_3JC9Y"
"5267","XP_045692400","DHRS13",19.6117380197223,0.891387536305938,0.120630055415535,7.38943154121394,1.47457863123343e-13,1.02701647239642e-12,TRUE,"3J5H6","DHRS13","DHRS13_3J5H6"
"5268","XP_045692401","MSL1",216.838437111966,-1.14023844165498,0.0861287403335704,-13.2387683511789,5.24011086513679e-40,1.04756480674237e-38,TRUE,"3J3M4","MSL1","MSL1_3J3M4"
"5271","XP_045692422","ALDOC",42.4413005364365,-1.02554212995878,0.0958371569259257,-10.7008822345538,1.0081374823103e-26,1.26277095733446e-25,TRUE,"3J1MF","ALDOC","ALDOC_3J1MF"
"5278","XP_045692452","NKIRAS2",61.3418736681712,-0.191220066374061,0.0705100361388928,-2.7119553023259,0.00668876115583243,0.0164935262398433,TRUE,"3J2TT","NKIRAS2","NKIRAS2_3J2TT"
"5281","XP_045692482","SLC4A1",23469.7379969071,-0.935808788053073,0.0587633963178776,-15.9250289583479,4.24816992801577e-57,1.46160747759392e-55,TRUE,"3J9W9","SLC4A1","SLC4A1_3J9W9"
"5284","XP_045692490","EME1",2.24873835016509,0.269036039245238,0.329062296563203,0.817583910569846,0.413594817792009,0.549893499764432,FALSE,"3J7DH","EME1","EME1_3J7DH"
"5287","XP_045692493","CUL5",881.915506893506,0.124038215301517,0.0586212623935077,2.11592535262861,0.0343511568103433,0.0709823556051339,FALSE,"3J2XI","CUL5","CUL5_3J2XI"
"5289","XP_045692495","MAP3K14",45.1057282566888,-0.0600474929218892,0.0816077616164206,-0.735806150450853,0.461848677694354,0.596105284935887,FALSE,"3J3ZW","MAP3K14","MAP3K14_3J3ZW"
"5293","XP_045692511","EVPL",0.260439145909244,-0.452545748295405,2.01002142430345,-0.225144738669754,0.821866677867495,NA,FALSE,"3J1P5","EVPL","EVPL_3J1P5"
"5307","XP_045692560","AATF",42.0309680029241,0.146646619406287,0.0782187933491879,1.87482589704013,0.0608166792287149,0.116607727585983,FALSE,"3J8HS","AATF","AATF_3J8HS"
"5313","XP_045692593","RAMP2",2.47708478166594,0.162856475498798,0.343840274294648,0.473639906880837,0.635756712633308,0.751761131952696,FALSE,"3JGBW","RAMP2","RAMP2_3JGBW"
"5316","XP_045692606","PEX12",17.2742713113057,-0.0579386201869898,0.114309409034499,-0.506857840280706,0.612254569002806,0.731520791774498,FALSE,"3J9T7","PEX12","PEX12_3J9T7"
"5321","XP_045692623","LSM12",185.871438850832,-0.218152557124251,0.0536942672040614,-4.06286496648101,4.84740736390696e-05,0.000167316431142132,TRUE,"3JCAS","LSM12","LSM12_3JCAS"
"5324","XP_045692630","TRIM47",0.405856562769527,-0.465112627050706,1.19747787295885,-0.388410205778133,0.69771249282165,NA,FALSE,"3J7UG","TRIM47","TRIM47_3J7UG"
"5325","XP_045692631","KLHL11",63.119140109423,0.050741131705745,0.0681162807683445,0.74491929291192,0.456320511213031,0.590491263622157,FALSE,"3J81W","KLHL11","KLHL11_3J81W"
"5326","XP_045692635","SUPT4H1",299.756590319468,-0.0788891140619268,0.0447166850567157,-1.76419861986346,0.0776985450303251,0.14361779714909,FALSE,"3JGJF","SUPT4H1","SUPT4H1_3JGJF"
"5329","XP_045692648","ITGA2B",539.12713648019,-1.48597211706338,0.0864341745813477,-17.1919512653511,3.05089223994725e-66,1.40965289000214e-64,TRUE,"3J5KK","ITGA2B","ITGA2B_3J5KK"
"5331","XP_045692653","LOC123817158",3.45642023176545,0.477851574279613,0.294827544883637,1.62078334460985,0.105064111710619,0.185353532466589,FALSE,"3JF8B","C17orf96","C17orf96_3JF8B"
"5333","XP_045692658","DUSP3",4.7330637622974,0.771748974929882,0.233348903581039,3.30727491360106,0.000942083875747105,0.00269097288078627,TRUE,"3JAEW","DUSP3","DUSP3_3JAEW"
"5334","XP_045692659","CWC25",61.1441293405258,0.811157965662059,0.0735486377743083,11.0288645746395,2.77344351557926e-28,3.70864219226708e-27,TRUE,"3JD3A","CWC25","CWC25_3JD3A"
"5335","XP_045692660","ITGB3",756.6484400472,-1.21080819734765,0.0732149163882043,-16.5377256039962,1.96294824794491e-61,7.79008645032195e-60,TRUE,"3J35A","ITGB3","ITGB3_3J35A"
"5338","XP_045692667","P3H4",1.75447868796752,0.0802479825443791,0.363884267277642,0.220531607878365,0.825457158720609,0.892778914312434,FALSE,"3JF12","LEPREL4","LEPREL4_3JF12"
"5339","XP_045692677","LOC123817169",0.219682720824458,-0.0426706319209201,3.01444093216164,-0.0141554048930463,0.988705998158706,NA,FALSE,"3JF9Z","TCAP","TCAP_3JF9Z"
"5340","XP_045692678","FN3K",11.2062013318735,-0.199849330378574,0.145560718982279,-1.37296196237465,0.169764172056171,0.275907650337212,FALSE,"3J2DP","FN3K","FN3K_3J2DP"
"5342","XP_045692685","TRAPPC4",47.2002932380518,-0.138425396030702,0.0739626195797553,-1.87155886064089,0.0612676594449363,0.117344328764858,FALSE,"3J7RB","TRAPPC4","TRAPPC4_3J7RB"
"5343","XP_045692691","VPS25",14.049070696474,-0.0206777141029892,0.140210890162032,-0.14747580647333,0.882756474555554,0.930057367968692,FALSE,"3J1WK","VPS25","VPS25_3J1WK"
"5345","XP_045692694","LRRC3C",0.419457004614824,0.244725872582266,1.6730295941035,0.146277073307483,0.883702664019003,NA,FALSE,"3J5XU","LRRC3C","LRRC3C_3J5XU"
"5354","XP_045692710","PCSK7",26.9617192641005,-0.171373113650391,0.0957320161706817,-1.79013375572126,0.0734324113724928,0.136741213883296,FALSE,"3J5NI","PCSK7","PCSK7_3J5NI"
"5357","XP_045692714","MYO15B",1.39410775197668,-0.626860193793973,0.409502185206594,-1.53078595533677,0.125822301822003,0.215824217942889,FALSE,"3J5FW","Myo15b","Myo15b_3J5FW"
"5370","XP_045692756","LOC123817233",8.42177079783906,4.3817032802713,0.356267449396239,12.2989155694603,9.1798290905417e-35,1.54438824563122e-33,TRUE,"3JHPI","CCL8","CCL8_3JHPI"
"5374","XP_045692763","METTL2A",18.0842108881476,-0.060869629262858,0.123696860881597,-0.492087097676009,0.622657772883617,0.74102375836127,FALSE,"3J7S3","METTL2A","METTL2A_3J7S3"
"5375","XP_045692764","MRPL10",8.74415524231717,-0.154479871730768,0.153311730928845,-1.00761938303642,0.31363722006967,0.446045034256757,FALSE,"3J8JW","MRPL10","MRPL10_3J8JW"
"5379","XP_045692781","BRIP1",300.159798121054,0.038484303802191,0.0444015921777804,0.866732518241755,0.386088583847695,0.522244011206454,FALSE,"3JES9","BRIP1","BRIP1_3JES9"
"5381","XP_045692789","PPP1R9B",497.08320421334,-0.0716047219232087,0.0501339118560732,-1.42826919488698,0.15321439090143,0.254610937948033,FALSE,"3J21K","PPP1R9B","PPP1R9B_3J21K"
"5383","XP_045692791","PDK2",2.49074908287647,-0.982933604151048,0.30522233239053,-3.22038560040027,0.00128018275621659,0.00358957155131524,TRUE,"3JANU","PDK2","PDK2_3JANU"
"5386","XP_045692803","NGFR",62.3668706523052,3.71789065359036,0.177495446032404,20.9464002412299,2.02361998439136e-97,1.95449995239438e-95,TRUE,"3J349","NGFR","NGFR_3J349"
"5389","XP_045692807","STAC2",0.381708506803472,1.03764491720847,1.66885847656174,0.621769270301625,0.534093595379687,NA,FALSE,"3JC19","STAC2","STAC2_3JC19"
"5393","XP_045692812","WSB1",522.819975168391,0.391676596104615,0.0669767719425207,5.84794675444721,4.97677793021586e-09,2.57728296366766e-08,TRUE,"3JCUS","WSB1","WSB1_3JCUS"
"5394","XP_045692814","WNT9B",0.042877588286291,-0.0759428840026466,3.01733558558094,-0.0251688557167979,0.979920278620732,NA,FALSE,"3J8HZ","WNT9B","WNT9B_3J8HZ"
"5402","XP_045692837","RND2",21.2186815677541,-0.550931010525068,0.112468213014637,-4.89854862772088,9.65471464864452e-07,4.07567245818109e-06,TRUE,"3JAR5","RND2","RND2_3JAR5"
"5403","XP_045692840","VTN",0.0713370368541295,-0.0958540301975801,3.0165633070556,-0.0317759053733041,0.974650761657688,NA,FALSE,"3J8DV","VTN","VTN_3J8DV"
"5407","XP_045692857","RPL23",717.234075704239,0.11024098272961,0.0441213960490627,2.49858328614586,0.0124690838627913,0.0289440888333767,TRUE,"3J2XW","RPL23","RPL23_3J2XW"
"5408","XP_045692866","UTP18",26.7366983016758,0.959467139330714,0.106381481363699,9.01911805542988,1.8960958114765e-19,1.75621629956111e-18,TRUE,"3JAKC","UTP18","UTP18_3JAKC"
"5409","XP_045692868","CCR7",227.070119363945,1.96946320010415,0.0714039927147074,27.5819758143369,1.83079735111868e-167,5.33694071463377e-165,TRUE,"3JCPN","CCR7","CCR7_3JCPN"
"5410","XP_045692870","TBX21",77.5259690038586,-0.414054926878056,0.0753788286364392,-5.492987014631,3.95191860630305e-08,1.89760739786932e-07,TRUE,"3J5C5","TBX21","TBX21_3J5C5"
"5415","XP_045692887","LHX1",8.60252767223238,0.237008042650027,0.170788763576728,1.38772620450261,0.165220433422665,0.270414374138994,FALSE,"3J2XU","LHX1","LHX1_3J2XU"
"5422","XP_045692905","PLCD3",8.56923696706387,-0.185829255663688,0.158398557838907,-1.17317517406111,0.240725565442863,0.364177485444935,FALSE,"3J1Z9","PLCD3","PLCD3_3J1Z9"
"5423","XP_045692907","NMT1",54.0938329416006,-0.197636610952487,0.0704632155107724,-2.80481964270098,0.00503447417778622,0.0126914661151645,TRUE,"3J3KT","NMT1","NMT1_3J3KT"
"5434","XP_045692926","VAT1",92.1811762841616,-0.87148000175042,0.0788944239826602,-11.0461545665377,2.28807187729972e-28,3.07757184637134e-27,TRUE,"3J5FK","VAT1","VAT1_3J5FK"
"5435","XP_045692927","IFI35",18.635448167859,-0.222559725287052,0.118428144620039,-1.87928068957852,0.0602061769833564,0.115603070128641,FALSE,"3J25P","IFI35","IFI35_3J25P"
"5444","XP_045692942","TAOK1",546.830348057095,-0.263009998399567,0.0300656601451036,-8.74785376839295,2.17448794984155e-18,1.91663360636666e-17,TRUE,"3JETB","TAOK1","TAOK1_3JETB"
"5448","XP_045692953","GRB2",332.352217567336,0.10141911804522,0.0422470443849754,2.40062043443893,0.0163673038542925,0.0368822182285133,TRUE,"3JCEP","GRB2","GRB2_3JCEP"
"5451","XP_045692958","RFLNB",154.193055097489,-0.707885197165611,0.0763253705048596,-9.27457269428571,1.78332408589921e-20,1.7193045742166e-19,TRUE,"3JENA","FAM101B","FAM101B_3JENA"
"5460","XP_045693010","CUNH17orf50",2.05906567838643,0.380235317933898,0.34325342027234,1.10773934206458,0.267974403321062,0.39594817145393,FALSE,"3JGNI","C17orf50","C17orf50_3JGNI"
"5462","XP_045693021","NOG",0.0716476380819657,0.0402283694594043,3.01731536576667,0.0133325040914915,0.989362515975,NA,FALSE,"3JCMR","NOG","NOG_3JCMR"
"5463","XP_045693022","EPX",2.65287609627086,-0.325930033015143,1.7408403758991,-0.187225685667365,0.851483686659535,0.91000119638797,FALSE,"3J42J","EPX","EPX_3J42J"
"5472","XP_045693042","FOXJ1",0.12201174547715,0.379756558954457,3.01629660931845,0.125901596607326,0.899809818824645,NA,FALSE,"3J8DR","FOXJ1","FOXJ1_3J8DR"
"5479","XP_045693059","COPRS",2.92810753359881,-0.277734365640478,0.287662804265429,-0.965485844962457,0.334301522484613,0.469051921763876,FALSE,"3JGME","COPRS","COPRS_3JGME"
"5483","XP_045693072","LOC123817425",521.529591938141,-0.632066657684496,0.0492937117193478,-12.8224602213594,1.22743098455718e-37,2.25940309706146e-36,TRUE,"3JEMD","SLFN14","SLFN14_3JEMD"
"5484","XP_045693076","SPATA32",0.876412680203768,-0.847167516422914,0.520383750776099,-1.6279668901257,0.103531906556138,0.183154259937611,FALSE,"3J3TD","SPATA32","SPATA32_3J3TD"
"5490","XP_045693086","CCR10",0.419316734870379,-0.662550240413232,1.41424798757199,-0.468482363938668,0.639439680012865,NA,FALSE,"3J36W","CCR10","CCR10_3J36W"
"5501","XP_045693115","PSMD3",112.580523452303,-0.0449624108046802,0.0517580957343415,-0.868702956837102,0.385009623726484,0.52113628511665,FALSE,"3J6VF","PSMD3","PSMD3_3J6VF"
"5502","XP_045693116","HEXIM1",149.953637665744,0.0955292658571246,0.0527918848263771,1.80954451941436,0.0703664502985833,0.131812746540155,FALSE,"3J1S5","HEXIM1","HEXIM1_3J1S5"
"5503","XP_045693120","DNAI2",0.0918069681191875,-0.251972091578676,3.01686945720482,-0.0835210456246035,0.933437243866335,NA,FALSE,"3JBFF","DNAI2","DNAI2_3JBFF"
"5504","XP_045693128","NPB",0.771535813882247,-0.232272191717227,0.571143992770567,-0.406678866725878,0.684243864067094,0.788843037270258,FALSE,"3JHJJ","NPB","NPB_3JHJJ"
"5508","XP_045693139","IGFBP4",8.81780626024132,0.279346873961304,0.197535535704017,1.41416010524745,0.157314898663662,0.260211469129732,FALSE,"3JB87","IGFBP4","IGFBP4_3JB87"
