,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,miRNA
pha-miR-113,72.2734359164148,4.22939704839535,0.314673771110588,13.4405769933363,3.4969922381193e-41,1.6855502587735e-38,TRUE,pha-miR-113
mmu-miR-6240,40.0339664136577,2.09211489101589,0.221393471061314,9.44975875298727,3.39612518487463e-21,8.18466169554787e-19,TRUE,mmu-miR-6240
mmy-can-312,11.5041515455954,1.72510863641609,0.2274172307633,7.58565492432546,3.30811779118321e-14,5.31504258450102e-12,TRUE,mmy-can-312
mmy-can-253,47.3577403508701,1.54775781520437,0.210255482607326,7.36131964793982,1.8210092507425e-13,2.19431614714471e-11,TRUE,mmy-can-253
mmy-can-154,247.98809425586,1.14413489324033,0.173369428783391,6.59940395068051,4.12814096889535e-11,3.97952789401512e-09,TRUE,mmy-can-154
mmu-miR-2137,2.84303388347487,4.15289490316773,0.641896391097347,6.46972776411501,9.81796387239477e-11,7.88709764415713e-09,TRUE,mmu-miR-2137
mmy-can-254,11.2885552877321,1.39752517831186,0.235048146141268,5.94569751455059,2.7528208597274e-09,1.89551379198372e-07,TRUE,mmy-can-254
mlu-miR-101A-3p,113.354148909276,-0.706380928084517,0.137151393387366,-5.15037369025802,2.59967962009686e-07,1.56630697110836e-05,TRUE,mlu-miR-101A-3p
mmy-can-355,105.110100972062,-0.683745416112419,0.137807203779702,-4.96160866311061,6.99117409076005e-07,3.7441621241626e-05,TRUE,mmy-can-355
hsa-miR-10400-5p,3.0350858904367,2.5232757207629,0.529804703479047,4.76265254761501,1.91064659396941e-06,9.20931658293255e-05,TRUE,hsa-miR-10400-5p
hsa-miR-7704,1.33741525156565,3.55654486230625,0.759060502019582,4.68545636723764,2.79336805435617e-06,NA,FALSE,hsa-miR-7704
hsa-miR-144-5p,397.380114466655,-0.849164078781833,0.191099169383248,-4.44357807269608,8.84750302499554e-06,0.000355374704837321,TRUE,hsa-miR-144-5p
mmu-miR-144-5p,397.380114466655,-0.849164078781833,0.191099169383248,-4.44357807269608,8.84750302499554e-06,0.000355374704837321,TRUE,mmu-miR-144-5p
mmu-miR-142a-5p,8413.45847438901,-0.65375725230497,0.150555565152555,-4.34229881600545,1.40999581064185e-05,0.000522783062099517,TRUE,mmu-miR-142a-5p
hsa-miR-4508,135.072555805086,1.07864105804553,0.25614572742358,4.21104450538743,2.54192657252565e-05,0.000727755565489347,TRUE,hsa-miR-4508
mmy-can-382,10585.9910095295,-0.534366192855297,0.126951772084204,-4.20920625275609,2.56269375711655e-05,0.000727755565489347,TRUE,mmy-can-382
hsa-miR-18a-5p,10587.8718868829,-0.534254309235675,0.12693602957266,-4.20884685801409,2.56677274135247e-05,0.000727755565489347,TRUE,hsa-miR-18a-5p
mlu-miR-18A-5p,10587.8718868829,-0.534254309235675,0.12693602957266,-4.20884685801409,2.56677274135247e-05,0.000727755565489347,TRUE,mlu-miR-18A-5p
mmy-can-139,3.35644978669737,1.64322938981574,0.394361503395025,4.16680983227144,3.08891968859952e-05,0.000827144049947204,TRUE,mmy-can-139
mlu-miR-144-3p,930.810511251716,-1.08085605071779,0.265014247653383,-4.07848279965483,4.53305553508778e-05,0.00114996461469069,TRUE,mlu-miR-144-3p
hsa-let-7b-5p,43619.6130026914,0.44128162028528,0.111792073834476,3.94734264379656,7.90234227280607e-05,0.00173094232895713,TRUE,hsa-let-7b-5p
hsa-let-7a-5p,766052.216824078,0.293606883826986,0.0745557772467318,3.93808360223159,8.21349790833108e-05,0.00173094232895713,TRUE,hsa-let-7a-5p
mlu-leT-7A-5p,255002.449222462,0.293603471268097,0.0745694850329964,3.93731391786036,8.23987837803086e-05,0.00173094232895713,TRUE,mlu-leT-7A-5p
mmy-can-354,254962.389753613,0.293604930868333,0.0745807721479065,3.93673761229052,8.25968331245106e-05,0.00173094232895713,TRUE,mmy-can-354
mmy-can-345,649.939963086102,-0.740118290064443,0.202114665775619,-3.66187326003397,0.0002503777270908,0.0050284193524069,TRUE,mmy-can-345
hsa-miR-18b-5p,191.870779157794,-0.558298856845266,0.154513852601584,-3.61326086590337,0.00030237022083699,0.00560547870936266,TRUE,hsa-miR-18b-5p
mlu-miR-18b-5p,191.870779157794,-0.558298856845266,0.154513852601584,-3.61326086590337,0.00030237022083699,0.00560547870936266,TRUE,mlu-miR-18b-5p
pha-miR-144,4.14896539941984,2.36610843146899,0.658139625870474,3.59514658966098,0.000324208971893957,0.00578773053529213,TRUE,pha-miR-144
mlu-miR-16-2-3p,78.9897653071407,-0.729873255702652,0.203789802783695,-3.58150037800149,0.000341626643639115,0.00580388836508053,TRUE,mlu-miR-16-2-3p
mlu-miR-30e-5p,1406.21716829302,-0.43869885387643,0.122991848108237,-3.56689374640798,0.000361237865046506,0.00580388836508053,TRUE,mlu-miR-30e-5p
mmu-miR-30e-5p,1406.21716829302,-0.43869885387643,0.122991848108237,-3.56689374640798,0.000361237865046506,0.00580388836508053,TRUE,mmu-miR-30e-5p
mmy-can-347,1404.72073692949,-0.437581861823935,0.122987812401906,-3.55792865388955,0.000373790802826507,0.00581184409556053,TRUE,mmy-can-347
mmy-can-216,3.00568056575884,1.74019962416611,0.490693567072812,3.54640806592821,0.000390520975525728,0.00588222219385628,TRUE,mmy-can-216
mmy-can-539,242.169085919252,-0.581137979447608,0.164743876221499,-3.52752401349514,0.000419465710995743,0.00599869767498277,TRUE,mmy-can-539
mmy-can-386,334.760507522596,-0.638338828855912,0.181078159742205,-3.52521159793481,0.000423144649272643,0.00599869767498277,TRUE,mmy-can-386
mmy-can-349,17488.8182608061,-0.443378990797083,0.127115469119786,-3.48800184483661,0.000486644721146785,0.00656834181176626,TRUE,mmy-can-349
mmy-can-296,11.8766297279198,0.83259860401796,0.238851162862176,3.48584697700799,0.000490581546107024,0.00656834181176626,TRUE,mmy-can-296
mlu-miR-142-3p,381.55073381084,-0.622916598859144,0.183012636120262,-3.40368081715303,0.000664843930391094,0.00866093984995966,TRUE,mlu-miR-142-3p
mlu-miR-140-5p,195.525191551381,-0.477156925249303,0.140795157781564,-3.38901516762092,0.000701441304306432,0.00866909509424872,TRUE,mlu-miR-140-5p
mmu-miR-140-5p,195.525191551381,-0.477156925249303,0.140795157781564,-3.38901516762092,0.000701441304306432,0.00866909509424872,TRUE,mmu-miR-140-5p
hsa-miR-1224-5p,36.3543860723204,0.514394645705448,0.155242330812511,3.31349473441424,0.000921378419849195,0.0109005917996908,TRUE,hsa-miR-1224-5p
hsa-miR-24-2-5p,15.2323201593671,-0.609789995208875,0.184980508088496,-3.29650946205179,0.000978943170180569,0.0109005917996908,TRUE,hsa-miR-24-2-5p
hsa-miR-423-5p,48592.7088266217,0.444108609257873,0.135245425012348,3.28372371351803,0.00102445300356387,0.0109005917996908,TRUE,hsa-miR-423-5p
mlu-miR-423-5p,48592.7088266217,0.444108609257873,0.135245425012348,3.28372371351803,0.00102445300356387,0.0109005917996908,TRUE,mlu-miR-423-5p
rno-miR-423-5p,48592.7088266217,0.444108609257873,0.135245425012348,3.28372371351803,0.00102445300356387,0.0109005917996908,TRUE,rno-miR-423-5p
mmy-can-360,48573.8112000722,0.44411098607683,0.135266528178914,3.28322898543988,0.00102625268299078,0.0109005917996908,TRUE,mmy-can-360
mmy-can-343,90902.4498650195,0.256681697537068,0.0782710930552734,3.2793932921801,0.00104030544146427,0.0109005917996908,TRUE,mmy-can-343
hsa-miR-3064-5p,13.3008125007125,0.656151359267516,0.209192447947368,3.13659200275051,0.00170923799958052,0.0175287811871874,TRUE,hsa-miR-3064-5p
mlu-miR-3064-5p,13.320016824922,0.650081829542522,0.208452956228382,3.11860211198104,0.00181711165047359,0.0178744452148626,TRUE,mlu-miR-3064-5p
mmu-miR-3064-5p,13.320016824922,0.650081829542522,0.208452956228382,3.11860211198104,0.00181711165047359,0.0178744452148626,TRUE,mmu-miR-3064-5p
rno-miR-3064-5p,13.0953594402993,0.644254750941268,0.207316814553351,3.10758561638749,0.00188622341164808,0.0181831936882875,TRUE,rno-miR-3064-5p
mmu-miR-3969,4.47631086106072,-1.06521961812579,0.347130542332854,-3.06864273874347,0.00215033575312723,0.0202446129955058,TRUE,mmu-miR-3969
mlu-miR-106b-5p,27563.9208139268,-0.423470871879534,0.138462023297515,-3.05839003211456,0.00222529735911002,0.0202446129955058,TRUE,mlu-miR-106b-5p
mmu-miR-106b-5p,27557.0636172444,-0.423443270417154,0.138457691698547,-3.05828636331077,0.00222606740407014,0.0202446129955058,TRUE,mmu-miR-106b-5p
mmy-can-394,2.57392814274332,-1.55745994360303,0.510853958109215,-3.04873813519532,0.00229804699485672,0.0205121972503877,TRUE,mmy-can-394
mlu-miR-186-3p,10.8661296904488,-0.661941921284476,0.219012444806495,-3.02239410125449,0.00250783813270322,0.0219777814538718,TRUE,mlu-miR-186-3p
mlu-miR-181C-3p,76.4850157127847,-0.408494381504386,0.136454102193006,-2.99363943581993,0.00275671512275845,0.0234029708755672,TRUE,mlu-miR-181C-3p
mlu-miR-143-3p,19.7224597934683,-0.788519231798457,0.264080548093771,-2.98590425341917,0.00282741154319767,0.0234029708755672,TRUE,mlu-miR-143-3p
hsa-miR-660-5p,134.279125981848,-0.437575653388197,0.147040313670284,-2.97588900938687,0.0029214057222532,0.0234029708755672,TRUE,hsa-miR-660-5p
hsa-miR-181d-5p,537.757613481433,0.502174171493681,0.168828974097321,2.97445491319637,0.00293509585475417,0.0234029708755672,TRUE,hsa-miR-181d-5p
mmy-can-404,134.238189332577,-0.436839171761953,0.147088030544613,-2.96991651968211,0.00297880685450089,0.0234029708755672,TRUE,mmy-can-404
mlu-miR-671-5p,41.6933988121866,-0.420635398847705,0.141786574508165,-2.96668002811142,0.00301034065204392,0.0234029708755672,TRUE,mlu-miR-671-5p
pha-miR-117,41.6933988121866,-0.420635398847705,0.141786574508165,-2.96668002811142,0.00301034065204392,0.0234029708755672,TRUE,pha-miR-117
mlu-miR-181d-5p,538.643482432498,0.498911456445242,0.16885709198723,2.95463726500142,0.00313036863996026,0.0238426796075942,TRUE,mlu-miR-181d-5p
mmy-can-389,538.194045140875,0.498497416362886,0.168915777470135,2.95115958869516,0.00316583297694197,0.0238426796075942,TRUE,mmy-can-389
mmy-can-366,4371.03906230073,-0.407931587320208,0.139289740525869,-2.92865494457897,0.00340432110436517,0.0251361338333796,TRUE,mmy-can-366
hsa-miR-21-5p,4377.44278291695,-0.40744401231611,0.13928554332138,-2.92524265333118,0.0034418772468943,0.0251361338333796,TRUE,hsa-miR-21-5p
mmy-can-460,48.9379265255508,0.425485288819889,0.146197742654093,2.91034102918126,0.00361034578901246,0.0259729353776717,TRUE,mmy-can-460
hsa-let-7c-5p,5010.36381797305,0.36101869154866,0.124504530060775,2.89964301999641,0.00373587867134822,0.0264807870527918,TRUE,hsa-let-7c-5p
mmy-can-492,4962.65901093611,0.360464091343097,0.124708179441407,2.89046069758768,0.00384677628580977,0.0268716836197146,TRUE,mmy-can-492
mlu-miR-19b-3p,250.422937251673,-0.552797833240583,0.192497425425844,-2.87171546329869,0.0040825036960969,0.0281109540216958,TRUE,mlu-miR-19b-3p
mmy-can-238,572.79918277057,0.485173290487607,0.169666118905507,2.85957675944611,0.00424206742532481,0.0287982605493881,TRUE,mmy-can-238
mmy-can-273,120.313462339221,0.508813809514107,0.179137114134967,2.84035953113967,0.00450627141335838,0.0301669836283158,TRUE,mmy-can-273
mmu-miR-362-5p,62.8826084686895,-0.545180674846854,0.192290157632775,-2.83519802343711,0.00457972886051345,0.0302387576817464,TRUE,mmu-miR-362-5p
rno-miR-340-5p,98.8724087138376,-0.618049137091644,0.218454382225102,-2.82919083973691,0.00466658627591761,0.030395872770166,TRUE,rno-miR-340-5p
mmy-can-403,49.3978559888652,-0.612093201265164,0.219637504523434,-2.78683370853841,0.00532257843561272,0.0342051296325345,TRUE,mmy-can-403
mmy-can-407,155.757903230635,-0.256707576420197,0.0922562004342758,-2.78255093112227,0.00539333994205938,0.0342051296325345,TRUE,mmy-can-407
mlu-miR-324-3p,91.2996205723056,0.291894002562195,0.105875087575129,2.75696586654596,0.00583404411963091,0.0357306632322843,TRUE,mlu-miR-324-3p
hsa-miR-181b-5p,1642.61979043203,0.284933041221463,0.103523950888333,2.75233932608317,0.00591711745093442,0.0357306632322843,TRUE,hsa-miR-181b-5p
mmu-miR-181b-5p,1643.1084660208,0.28483644837763,0.103530438933546,2.75123385268812,0.00593712427061134,0.0357306632322843,TRUE,mmu-miR-181b-5p
mmy-can-444,2.46356891777573,-1.16954848278996,0.425672088176657,-2.74753387707345,0.0060045305431847,0.0357306632322843,TRUE,mmy-can-444
rno-miR-135b-5p,2.46356891777573,-1.16954848278996,0.425672088176657,-2.74753387707345,0.0060045305431847,0.0357306632322843,TRUE,rno-miR-135b-5p
mlu-miR-181b-5p,825.596034445553,0.282952066847716,0.103201416600639,2.74174595822325,0.0061113587173621,0.0359228646557138,TRUE,mlu-miR-181b-5p
mmy-can-525,824.509753541183,0.281738761998659,0.103198998658491,2.73005325304558,0.00633240955321443,0.0367737518632452,TRUE,mmy-can-525
mmy-can-325,86.3091691717553,1.01281850326071,0.374848049402669,2.7019441741118,0.00689353357308814,0.0395557521693867,TRUE,mmy-can-325
hsa-miR-148b-5p,15.147367265133,-0.492769780173359,0.185948248375182,-2.65003722529891,0.00804829025560123,0.0456385400376446,TRUE,hsa-miR-148b-5p
mmu-miR-148b-5p,15.16953737277,-0.48684943619091,0.185260278764713,-2.62792131933054,0.0085908383560979,0.0475952193981516,TRUE,mmu-miR-148b-5p
rno-miR-148b-5p,15.16953737277,-0.48684943619091,0.185260278764713,-2.62792131933054,0.0085908383560979,0.0475952193981516,TRUE,rno-miR-148b-5p
mmy-can-468,5185.04247968257,-0.18938746717004,0.0726334944140544,-2.60743984160281,0.00912220983153843,0.0496788146268137,TRUE,mmy-can-468
mmu-miR-181a-5p,24654.6199101692,0.30109601884129,0.11569220240419,2.60256104200836,0.00925303413378259,0.0496788146268137,TRUE,mmu-miR-181a-5p
mmy-can-352,12323.3640129134,0.300982062330987,0.115686413053953,2.6017062365882,0.00927612721247558,0.0496788146268137,TRUE,mmy-can-352
mmy-can-505,416.873998937786,0.203166428392665,0.0784783332089698,2.58882190899339,0.00963048866720417,0.0509728716230956,FALSE,mmy-can-505
mlu-miR-140-3p,5226.07951489663,-0.187031599070133,0.0723440868396039,-2.58530596266708,0.00972926180357841,0.0509728716230956,FALSE,mlu-miR-140-3p
hsa-miR-16-5p,7037604.57966101,0.163558712718108,0.0635216930834384,2.57484813106708,0.0100284108861086,0.0515327965125494,FALSE,hsa-miR-16-5p
mmy-can-339,3518229.29680383,0.163514321937321,0.063522775819056,2.57410542642359,0.010049964465103,0.0515327965125494,FALSE,mmy-can-339
hsa-miR-1260a,822.64400991988,-0.288059058220621,0.113606671497233,-2.53558223671431,0.0112260566792196,0.0569574665198301,FALSE,hsa-miR-1260a
mlu-miR-128-3p,1640.10072605631,0.190290914809351,0.0754669683867931,2.52151264158442,0.0116851476716942,0.0586691789349645,FALSE,mlu-miR-128-3p
mmy-can-309,10.8674057425322,-0.602555976506649,0.23982647353077,-2.51246648310217,0.0119890493066464,0.0595744511938512,FALSE,mmy-can-309
pha-miR-11,392.65372846687,0.350817528550658,0.140294089297705,2.50058666267986,0.0123987793278018,0.06098175138776,FALSE,pha-miR-11
mmy-can-368,89.1589497686355,-0.552383063593427,0.223155144227734,-2.47533197365914,0.0133112380952699,0.0625187001388431,FALSE,mmy-can-368
mmy-can-77,2.9992638379102,0.819206581240472,0.330973782777725,2.47514040044264,0.0133183807293817,0.0625187001388431,FALSE,mmy-can-77
hsa-miR-362-5p,195.60823555888,-0.341807826899258,0.138209891722125,-2.47310682788517,0.0133944097491534,0.0625187001388431,FALSE,hsa-miR-362-5p
mmy-can-494,195.60823555888,-0.341807826899258,0.138209891722125,-2.47310682788517,0.0133944097491534,0.0625187001388431,FALSE,mmy-can-494
mmy-can-359,244.541606397481,-0.272003921361708,0.109986036804886,-2.47307684923896,0.0133955334216789,0.0625187001388431,FALSE,mmy-can-359
hsa-miR-155-5p,285.694035088012,0.344505701922298,0.139486246810193,2.46981842153289,0.013518164962825,0.0625187001388431,FALSE,hsa-miR-155-5p
mmy-can-374,285.644785727844,0.344060966057319,0.139456685510071,2.46715289983335,0.0136192189099139,0.0625187001388431,FALSE,mmy-can-374
hsa-miR-181c-5p,245.748775028709,-0.270840156451495,0.110465775488174,-2.45180152182511,0.0142143041587856,0.0646348547597609,FALSE,hsa-miR-181c-5p
hsa-miR-20a-5p,20145.2247536184,-0.352806743481338,0.144279546112645,-2.44529978771826,0.0144731781693059,0.0647343442989451,FALSE,hsa-miR-20a-5p
mmy-can-381,20139.3562770544,-0.352708534364563,0.144285816496263,-2.44451286293755,0.0145047908387678,0.0647343442989451,FALSE,mmy-can-381
hsa-miR-1260b,876.513793730105,-0.265006297317499,0.109696182823194,-2.41582059190363,0.015699794838489,0.0694247808454284,FALSE,hsa-miR-1260b
pha-miR-120,14.0864814604555,0.523755762290217,0.221144458151548,2.36838746341675,0.0178658146489744,0.0782847514618695,FALSE,pha-miR-120
mmy-can-507,6.36822697352999,-0.830120511720646,0.353348131468385,-2.34929928246959,0.0188087818786633,0.0814875491309952,FALSE,mmy-can-507
mlu-miR-1306-3p,990.266616214899,0.371581340301074,0.158609229692067,2.34274727279417,0.0191423446928378,0.0814875491309952,FALSE,mlu-miR-1306-3p
mmu-let-7j,1369.47501587744,0.204026910150196,0.0871283959828079,2.34168100822669,0.0191971146644739,0.0814875491309952,FALSE,mmu-let-7j
mmu-let-7i-5p,68493.825727796,0.200580411986081,0.085710496126134,2.34020827146889,0.0192729887986171,0.0814875491309952,FALSE,mmu-let-7i-5p
mmy-can-425,787.39317592914,0.355799421359205,0.152809946184028,2.32837868374561,0.0198920045223978,0.082707714527754,FALSE,mmy-can-425
hsa-miR-192-5p,208.457512863205,-0.490022350531656,0.210478196504273,-2.32813829969181,0.0199047611726545,0.082707714527754,FALSE,hsa-miR-192-5p
hsa-miR-4454,111.026338829448,-0.300295695495639,0.130298236786065,-2.30467965570932,0.0211845211095809,0.0872729844001537,FALSE,hsa-miR-4454
hsa-miR-22-5p,217.729715728374,-0.382199546890847,0.167830157575594,-2.27729957721512,0.0227683421773597,0.0922213523486335,FALSE,hsa-miR-22-5p
mlu-miR-22-5p,217.729715728374,-0.382199546890847,0.167830157575594,-2.27729957721512,0.0227683421773597,0.0922213523486335,FALSE,mlu-miR-22-5p
rno-miR-19b-1-5p,1.89284874114045,-1.1524622315726,0.511357299456309,-2.25373184815771,0.0242130425199068,NA,FALSE,rno-miR-19b-1-5p
mmy-can-338,3166135.01065644,0.246360646431799,0.109586734354384,2.24808821873561,0.0245705651663754,0.0980126295120615,FALSE,mmy-can-338
mlu-miR-3107-5p,3166866.38766879,0.246359218088058,0.10961228900969,2.24755107583128,0.0246048302302063,0.0980126295120615,FALSE,mlu-miR-3107-5p
hsa-miR-486-5p,6363236.9338689,0.24580186702228,0.109682412772316,2.24103263968607,0.0250239608419766,0.0984678808360074,FALSE,hsa-miR-486-5p
mmy-can-285,4.73429734365142,0.608941064136988,0.271917405523302,2.23943393018585,0.0251276957320102,0.0984678808360074,FALSE,mmy-can-285
mmy-can-337,3198098.81850973,0.245165435772814,0.109757024517744,2.23371066088967,0.0255021170827442,0.0991291970474413,FALSE,mmy-can-337
hsa-miR-19b-1-5p,1.9165132172954,-1.14005946300143,0.51155309134164,-2.22862393424584,0.0258389371923681,NA,FALSE,hsa-miR-19b-1-5p
mlu-miR-19b-1-5p,1.9165132172954,-1.14005946300143,0.51155309134164,-2.22862393424584,0.0258389371923681,NA,FALSE,mlu-miR-19b-1-5p
mmu-miR-744-5p,5657.26061603696,0.274486830441209,0.123440081829337,2.22364426832367,0.0261723876494382,0.0994040293151867,FALSE,mmu-miR-744-5p
mmy-can-402,5656.34938285276,0.274474565187237,0.123436360333812,2.22361194420322,0.0261745642436883,0.0994040293151867,FALSE,mmy-can-402
mmu-miR-5100,152.268139632952,0.269105126068141,0.121035323259727,2.22336024575797,0.0261915180975699,0.0994040293151867,FALSE,mmu-miR-5100
mlu-miR-486-3p,4549.03945927838,0.377352397220839,0.170866332271136,2.20846548413086,0.0272118413209961,0.102469589974376,FALSE,mlu-miR-486-3p
mlu-miR-3107-3p,2910.26835992891,0.366476880902587,0.166320612534409,2.2034363349087,0.0275640095984147,0.102991105631286,FALSE,mlu-miR-3107-3p
hsa-miR-29b-2-5p,161.107830914296,0.32710367192331,0.149076764569554,2.19419621070926,0.0282213068768702,0.103837174921003,FALSE,hsa-miR-29b-2-5p
mmu-miR-29b-2-5p,161.107830914296,0.32710367192331,0.149076764569554,2.19419621070926,0.0282213068768702,0.103837174921003,FALSE,mmu-miR-29b-2-5p
mmy-can-493,89.2122894589718,-0.244400380899403,0.114833608526266,-2.12830010339264,0.0333122095473098,0.121640037892449,FALSE,mmy-can-493
hsa-miR-29a-5p,0.988416576156546,-1.65301200769344,0.780661628079049,-2.11745005548814,0.0342216698232834,NA,FALSE,hsa-miR-29a-5p
mlu-miR-29A-5p,0.988416576156546,-1.65301200769344,0.780661628079049,-2.11745005548814,0.0342216698232834,NA,FALSE,mlu-miR-29A-5p
hsa-miR-139-5p,5.90757204753428,0.523987256042122,0.25007760824836,2.0952985743599,0.0361444591310387,0.126969815956523,FALSE,hsa-miR-139-5p
mlu-miR-139-5p,5.90757204753428,0.523987256042122,0.25007760824836,2.0952985743599,0.0361444591310387,0.126969815956523,FALSE,mlu-miR-139-5p
mmu-miR-139-5p,5.90757204753428,0.523987256042122,0.25007760824836,2.0952985743599,0.0361444591310387,0.126969815956523,FALSE,mmu-miR-139-5p
mmy-can-498,26614.6963253101,0.163646566077394,0.0781261056688318,2.09464640117957,0.0362024371517694,0.126969815956523,FALSE,mmy-can-498
mlu-miR-361-5p,26622.5612725785,0.163529149422956,0.0781226407908619,2.09323632390681,0.0363280636868291,0.126969815956523,FALSE,mlu-miR-361-5p
hsa-miR-361-5p,26623.0652248448,0.163502725296076,0.0781201744149786,2.09296416092904,0.0363523539460585,0.126969815956523,FALSE,hsa-miR-361-5p
mlu-miR-500-3p,89.4963563384407,-0.238284058813717,0.114561882825005,-2.07995934544564,0.0375292619507773,0.130137440721401,FALSE,mlu-miR-500-3p
mlu-miR-15b-3p,170.145936729681,-0.358337534797024,0.172784004560509,-2.0739045590967,0.0380881755578314,0.130322461430279,FALSE,mlu-miR-15b-3p
mmy-can-375,402.142485902013,-0.291391802215653,0.140529626802202,-2.07352576710242,0.0381233756466167,0.130322461430279,FALSE,mmy-can-375
hsa-miR-106a-5p,259.73071125106,-0.262297294849235,0.128371119462216,-2.04327340875482,0.041025380387075,0.139017846888888,FALSE,hsa-miR-106a-5p
mmy-can-440,5.88336138090475,0.513766141927115,0.251714139152554,2.04106985669065,0.0412438840354998,0.139017846888888,FALSE,mmy-can-440
mmu-miR-143-3p,13.7226010288369,-0.613134860846632,0.302107920715183,-2.0295226268651,0.0424050867329453,0.141550834084546,FALSE,mmu-miR-143-3p
mlu-miR-29A-3p,183.158944086814,-0.384232551539074,0.189484350514178,-2.02777986940048,0.0425827197972182,0.141550834084546,FALSE,mlu-miR-29A-3p
mlu-miR-328-3p,34.3701139041211,0.371800320356865,0.184962706964833,2.01013667272698,0.0444167256152893,0.146636039360065,FALSE,mlu-miR-328-3p
mmy-can-341,129713.66443763,0.221466881886492,0.11041952202075,2.00568593155903,0.0448897671363032,0.147189576596586,FALSE,mmy-can-341
hsa-miR-378i,2.37346581540139,0.827726549803184,0.415088081207841,1.99409857154807,0.0461412833271873,0.150270936241245,FALSE,hsa-miR-378i
mmy-can-496,106.276897028037,0.398503006825701,0.202724007621411,1.9657415591838,0.0493284715553461,0.159572639528032,FALSE,mmy-can-496
pha-miR-19,83.3793746146703,0.288389024065934,0.147840052053434,1.95068264695755,0.051094808890509,0.164184652568169,FALSE,pha-miR-19
mlu-miR-92A-3p,276742.006468434,0.216765202197708,0.111397744342902,1.94586706828162,0.0516707096695544,0.16493564278626,FALSE,mlu-miR-92A-3p
rno-miR-365-5p,52.6359211120683,0.517500360991906,0.266545224829985,1.94151053098772,0.0521963833240102,0.165517478698506,FALSE,rno-miR-365-5p
hsa-miR-451a,766843.281455953,-0.325452922525873,0.169396150513346,-1.92125335516542,0.0546997745795038,0.172322165668763,FALSE,hsa-miR-451a
mmu-miR-186-5p,7016.3652392615,-0.266556575200626,0.139677416439556,-1.90837274911922,0.0563430563813298,0.17564865408342,FALSE,mmu-miR-186-5p
mmy-can-344,7012.6697887923,-0.266287284394684,0.139616357396946,-1.90727855503061,0.0564845256907262,0.17564865408342,FALSE,mmy-can-344
mmu-miR-378d,2.48000450483137,0.75633469375677,0.40235266305393,1.87978050900932,0.0601379978925334,0.185020507067037,FALSE,mmu-miR-378d
hsa-miR-365b-5p,87.3302610458995,0.644175931510204,0.343370158528223,1.87603935726772,0.060649875760564,0.185020507067037,FALSE,hsa-miR-365b-5p
mmu-miR-365-2-5p,87.3302610458995,0.644175931510204,0.343370158528223,1.87603935726772,0.060649875760564,0.185020507067037,FALSE,mmu-miR-365-2-5p
mmu-miR-191-5p,439033.279377783,0.153545682174241,0.0824549333240218,1.8621770218509,0.0625781421984495,0.189111807755542,FALSE,mmu-miR-191-5p
mlu-miR-199A-5p,9.55726949153266,-0.788863224868142,0.42542595376079,-1.85429031279015,0.0636976372858991,0.189111807755542,FALSE,mlu-miR-199A-5p
mmu-miR-199a-5p,9.55726949153266,-0.788863224868142,0.42542595376079,-1.85429031279015,0.0636976372858991,0.189111807755542,FALSE,mmu-miR-199a-5p
mlu-miR-29b-3p,767.531129223845,-0.294108515004275,0.158682771013637,-1.85343697444633,0.0638197518479326,0.189111807755542,FALSE,mlu-miR-29b-3p
pha-miR-119,31.0035838478828,0.358546340855728,0.193546329005645,1.85250912635636,0.0639527482658783,0.189111807755542,FALSE,pha-miR-119
mlu-miR-7A-1-3p,64.756783986279,-0.266309515771837,0.144407858308934,-1.84414836484949,0.0651615210554671,0.191511299687409,FALSE,mlu-miR-7A-1-3p
rno-miR-342-5p,228.033125298054,0.369904529143034,0.20264465924788,1.8253850385988,0.0679429454475223,0.197710624913804,FALSE,rno-miR-342-5p
hsa-miR-342-5p,227.928910335887,0.369600787181443,0.202587281356291,1.8244027201857,0.0680912110698993,0.197710624913804,FALSE,hsa-miR-342-5p
hsa-miR-92a-1-5p,19.2878975607776,0.361985343819927,0.198709828333258,1.82167810649425,0.0685038418194431,0.197717675191447,FALSE,hsa-miR-92a-1-5p
pha-miR-147,1.49140440233525,0.948903104578718,0.521686421037848,1.81891470874584,0.0689244434531528,NA,FALSE,pha-miR-147
mlu-miR-133A-3p,1.59870395146402,-1.49018585776742,0.82933850263712,-1.79683669940434,0.072361548280047,NA,FALSE,mlu-miR-133A-3p
