"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","description_Phha","gene_symbol_human","description_human"
"TRIM17",1.66138406214679,-0.0266494418553915,0.194535505158183,-0.136990118249735,0.891038605966812,0.987467537431722,FALSE,"tripartite motif containing 17;transcript_id=XM_045850504.1",NA,NA
"TRIM2",0.685727943435219,0.0748901721069258,0.471843934851941,0.158718098454366,0.873890978427781,NA,FALSE,"tripartite motif containing 2%2C transcript variant X8;transcript_id=XM_045830899.1",NA,NA
"TRIM21",66.9477272587498,-0.133525189764844,0.059070567726004,-2.26043518633838,0.0237942547698169,0.51096810171888,FALSE,"tripartite motif containing 21%2C transcript variant X2;transcript_id=XM_045818168.1",NA,NA
"TRIM23",53.8688763788833,-0.0559342426069997,0.0554607718754049,-1.00853703826298,0.313196716055359,0.87246348018159,FALSE,"tripartite motif containing 23;transcript_id=XM_045848290.1",NA,NA
"TRIM24",295.533464573816,0.0275289273183841,0.0471307277955231,0.584097225016735,0.559154901701417,0.948826013202184,FALSE,"tripartite motif containing 24%2C transcript variant X2;transcript_id=XM_045855656.1",NA,NA
"TRIM25",473.231934565165,0.0257524204920858,0.0787627548121107,0.326961906722517,0.743696697104939,0.974313541563705,FALSE,"tripartite motif containing 25%2C transcript variant X2;transcript_id=XM_045837575.1",NA,NA
"TRIM26",115.166943618545,0.0177388997123369,0.0564647441893622,0.314158860843274,0.753400386288424,0.97472371581822,FALSE,"tripartite motif containing 26%2C transcript variant X1;transcript_id=XM_045826206.1",NA,NA
"TRIM28",77.0670045295285,-0.0827606262864243,0.0573136465864708,-1.44399512534176,0.148740346551343,0.749803925768263,FALSE,"tripartite motif containing 28%2C transcript variant X1;transcript_id=XM_045848817.1",NA,NA
"TRIM29",0.0166944019586127,0.17723978738113,1.7964152984441,0.0986630360666826,0.921405818565471,NA,FALSE,"tripartite motif containing 29%2C transcript variant X2;transcript_id=XM_045839821.1",NA,NA
"TRIM3",7.75222675497753,0.0751744378400099,0.0999391119870701,0.752202379482177,0.451929362912782,0.925138723325938,FALSE,"tripartite motif containing 3%2C transcript variant X1;transcript_id=XM_045839600.1",NA,NA
"TRIM32",11.6735416230142,-0.0601288830779797,0.0799511331243074,-0.75207043012751,0.452008705278612,0.925138723325938,FALSE,"tripartite motif containing 32%2C transcript variant X3;transcript_id=XM_045840433.1",NA,NA
"TRIM33",679.987558499625,0.0241189631222321,0.0652212514183654,0.36980221320072,0.71152986606976,0.972334711227793,FALSE,"tripartite motif containing 33%2C transcript variant X1;transcript_id=XM_045816473.1",NA,NA
"TRIM35",52.0857413613742,-0.0137815110350413,0.0626655094428418,-0.219921790432608,0.825932065426563,0.981012798512217,FALSE,"tripartite motif containing 35;transcript_id=XM_045831383.1",NA,NA
"TRIM36",12.8860516502367,-0.0848106635915051,0.0954849842206607,-0.88820943191981,0.374428106188243,0.89232714949949,FALSE,"tripartite motif containing 36%2C transcript variant X1;transcript_id=XM_045838000.1",NA,NA
"TRIM37",1498.99087712321,0.0064722739685748,0.0891979371335631,0.0725608032715303,0.942155618919125,0.993842673810669,FALSE,"tripartite motif containing 37%2C transcript variant X1;transcript_id=XM_045837135.1",NA,NA
